,max_stress_electrolyte_simulation,max_stress_oxygen_electrode_simulation,max_stress_fuel_electrode_first_layer_simulation,max_stress_fuel_electrode_last_layer_simulation
0,117.88663504900353,50.74916504805643,24.41240455080333,43.6257904904836
